Dbid,Status,Name,Type,Layer,GUID,SETS
418,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfa89,
419,N/A,,Solid,<No level>,,
420,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfa8a,
421,N/A,,Solid,<No level>,,
422,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfa8b,
423,N/A,,Solid,<No level>,,
424,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfab4,
425,N/A,,Solid,<No level>,,
426,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfab5,
427,N/A,,Solid,<No level>,,
428,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfed1,
429,N/A,,Solid,<No level>,,
430,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfed2,
431,N/A,,Solid,<No level>,,
432,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfed3,
433,N/A,,Solid,<No level>,,
434,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfedc,
435,N/A,,Solid,<No level>,,
436,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfedd,
437,N/A,,Solid,<No level>,,
438,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfede,
439,N/A,,Solid,<No level>,,
440,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfedf,
441,N/A,,Solid,<No level>,,
442,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfed8,
443,N/A,,Solid,<No level>,,
444,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfed9,
445,N/A,,Solid,<No level>,,
446,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674dfeda,
447,N/A,,Solid,<No level>,,
448,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8266,
449,N/A,,Solid,<No level>,,
450,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8267,
451,N/A,,Solid,<No level>,,
452,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8260,
453,N/A,,Solid,<No level>,,
454,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8261,
455,N/A,,Solid,<No level>,,
456,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8262,
457,N/A,,Solid,<No level>,,
458,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8263,
459,N/A,,Solid,<No level>,,
460,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d826c,
461,N/A,,Solid,<No level>,,
462,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d826d,
463,N/A,,Solid,<No level>,,
464,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d826e,
465,N/A,,Solid,<No level>,,
466,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d826f,
467,N/A,,Solid,<No level>,,
468,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d878b,
469,N/A,,Solid,<No level>,,
470,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b4,
471,N/A,,Solid,<No level>,,
472,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b5,
473,N/A,,Solid,<No level>,,
474,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b6,
475,N/A,,Solid,<No level>,,
476,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b7,
477,N/A,,Solid,<No level>,,
478,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b0,
479,N/A,,Solid,<No level>,,
480,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b1,
481,N/A,,Solid,<No level>,,
482,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b2,
483,N/A,,Solid,<No level>,,
484,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87b3,
485,N/A,,Solid,<No level>,,
486,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d87bc,
487,N/A,,Solid,<No level>,,
488,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bd8,
489,N/A,,Solid,<No level>,,
490,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bd9,
491,N/A,,Solid,<No level>,,
492,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bda,
493,N/A,,Solid,<No level>,,
494,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bdb,
495,N/A,,Solid,<No level>,,
496,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bc4,
497,N/A,,Solid,<No level>,,
498,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bc5,
499,N/A,,Solid,<No level>,,
500,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bc6,
501,N/A,,Solid,<No level>,,
502,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bc7,
503,N/A,,Solid,<No level>,,
504,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bc0,
505,N/A,,Solid,<No level>,,
506,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8bc1,
507,N/A,,Solid,<No level>,,
508,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f6d,
509,N/A,,Solid,<No level>,,
510,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f6e,
511,N/A,,Solid,<No level>,,
512,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f6f,
513,N/A,,Solid,<No level>,,
514,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f68,
515,N/A,,Solid,<No level>,,
516,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f69,
517,N/A,,Solid,<No level>,,
518,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f6a,
519,N/A,,Solid,<No level>,,
520,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f6b,
521,N/A,,Solid,<No level>,,
522,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f14,
523,N/A,,Solid,<No level>,,
524,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f15,
525,N/A,,Solid,<No level>,,
526,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8f16,
527,N/A,,Solid,<No level>,,
528,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cb2,
529,N/A,,Solid,<No level>,,
530,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cb3,
531,N/A,,Solid,<No level>,,
532,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cbc,
533,N/A,,Solid,<No level>,,
534,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cbd,
535,N/A,,Solid,<No level>,,
536,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cbe,
537,N/A,,Solid,<No level>,,
538,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cbf,
539,N/A,,Solid,<No level>,,
540,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cb8,
541,N/A,,Solid,<No level>,,
542,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cb9,
543,N/A,,Solid,<No level>,,
544,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cba,
545,N/A,,Solid,<No level>,,
546,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d8cbb,
547,N/A,,Solid,<No level>,,
548,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90c7,
549,N/A,,Solid,<No level>,,
550,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90c0,
551,N/A,,Solid,<No level>,,
552,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90c1,
553,N/A,,Solid,<No level>,,
554,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90c2,
555,N/A,,Solid,<No level>,,
556,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90c3,
557,N/A,,Solid,<No level>,,
558,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90cc,
559,N/A,,Solid,<No level>,,
560,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90cd,
561,N/A,,Solid,<No level>,,
562,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90ce,
563,N/A,,Solid,<No level>,,
564,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90cf,
565,N/A,,Solid,<No level>,,
566,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d90c8,
567,N/A,,Solid,<No level>,,
568,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9414,
569,N/A,,Solid,<No level>,,
570,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9415,
571,N/A,,Solid,<No level>,,
572,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9416,
573,N/A,,Solid,<No level>,,
574,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9417,
575,N/A,,Solid,<No level>,,
576,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9410,
577,N/A,,Solid,<No level>,,
578,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9411,
579,N/A,,Solid,<No level>,,
580,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9412,
581,N/A,,Solid,<No level>,,
582,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d9413,
583,N/A,,Solid,<No level>,,
584,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d941c,
585,N/A,,Solid,<No level>,,
586,N/A,<Projeção>,Linhas,<No level>,fedba55b-f36e-4269-9cec-d257674d941d,
587,N/A,,Solid,<No level>,,
588,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f4,
589,N/A,,Solid,<No level>,,
590,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f5,
591,N/A,,Solid,<No level>,,
592,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f6,
593,N/A,,Solid,<No level>,,
594,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f7,
595,N/A,,Solid,<No level>,,
596,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f0,
597,N/A,,Solid,<No level>,,
598,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f1,
599,N/A,,Solid,<No level>,,
600,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f2,
601,N/A,,Solid,<No level>,,
602,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5f3,
603,N/A,,Solid,<No level>,,
604,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5cc,
605,N/A,,Solid,<No level>,,
606,N/A,<Projeção>,Linhas,<No level>,410eb684-073c-4eb3-b619-70f6eacfa5cd,
607,N/A,,Solid,<No level>,,
608,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def4,
609,N/A,,Solid,<No level>,,
610,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def5,
611,N/A,,Solid,<No level>,,
612,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def6,
613,N/A,,Solid,<No level>,,
614,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def7,
615,N/A,,Solid,<No level>,,
616,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def0,
617,N/A,,Solid,<No level>,,
618,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def1,
619,N/A,,Solid,<No level>,,
620,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def2,
621,N/A,,Solid,<No level>,,
622,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0def3,
623,N/A,,Solid,<No level>,,
624,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0deed,
625,N/A,,Solid,<No level>,,
626,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0deee,
627,N/A,,Solid,<No level>,,
628,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0deef,
629,N/A,,Solid,<No level>,,
630,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0dee8,
631,N/A,,Solid,<No level>,,
632,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0dee9,
633,N/A,,Solid,<No level>,,
634,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0deea,
635,N/A,,Solid,<No level>,,
636,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0deeb,
637,N/A,,Solid,<No level>,,
638,N/A,<Projeção>,Linhas,<No level>,9afb1c2c-bbeb-4d89-a344-ec35a1d0dee4,
639,N/A,,Solid,<No level>,,
640,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd173b9,
641,N/A,,Solid,<No level>,,
642,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd173cb,
643,N/A,,Solid,<No level>,,
644,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd17326,
645,N/A,,Solid,<No level>,,
646,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd1730f,
647,N/A,,Solid,<No level>,,
648,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd1736f,
649,N/A,,Solid,<No level>,,
650,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd17375,
651,N/A,,Solid,<No level>,,
652,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd172aa,
653,N/A,,Solid,<No level>,,
654,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd17288,
655,N/A,,Solid,<No level>,,
656,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd172c1,
657,N/A,,Solid,<No level>,,
658,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd1722c,
659,N/A,,Solid,<No level>,,
660,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd1727c,
661,N/A,,Solid,<No level>,,
662,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd17259,
663,N/A,,Solid,<No level>,,
664,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd171e9,
665,N/A,,Solid,<No level>,,
666,N/A,<Projeção>,Linhas,<No level>,1c2e471e-1e10-4d01-b25f-cdc3abd171c2,
667,N/A,,Solid,<No level>,,
668,N/A,<Projeção>,Linhas,<No level>,75cf08cf-179e-4112-b33c-5ff8923c3dea,
669,N/A,,Solid,<No level>,,
670,N/A,<Projeção>,Linhas,<No level>,75cf08cf-179e-4112-b33c-5ff8923c3d95,
671,N/A,,Solid,<No level>,,
672,N/A,<Projeção>,Linhas,<No level>,75cf08cf-179e-4112-b33c-5ff8923c3c67,
673,N/A,,Solid,<No level>,,
674,N/A,<Projeção>,Linhas,<No level>,75cf08cf-179e-4112-b33c-5ff8923c3c38,
675,N/A,,Solid,<No level>,,
676,N/A,<Projeção>,Linhas,<No level>,75cf08cf-179e-4112-b33c-5ff8923c3cf0,
677,N/A,,Solid,<No level>,,
678,N/A,<Projeção>,Linhas,<No level>,75cf08cf-179e-4112-b33c-5ff8923c3f4a,
679,N/A,,Solid,<No level>,,
680,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ff9c7,
681,N/A,,Solid,<No level>,,
682,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ff936,
683,N/A,,Solid,<No level>,,
684,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ff883,
685,N/A,,Solid,<No level>,,
686,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ff8ce,
687,N/A,,Solid,<No level>,,
688,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ffd70,
689,N/A,,Solid,<No level>,,
690,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ffcbb,
691,N/A,,Solid,<No level>,,
692,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ffc28,
693,N/A,,Solid,<No level>,,
694,N/A,<Projeção>,Linhas,<No level>,3cecde15-a054-4a14-ae47-760d908ffc79,
695,N/A,,Solid,<No level>,,
696,N/A,<Projeção>,Linhas,<No level>,b6dc8f20-60f5-40e8-b997-08a5af81f7dd,
697,N/A,,Solid,<No level>,,
698,N/A,<Projeção>,Linhas,<No level>,a8c11146-8dbc-4d34-bf98-be3f16ede862,
699,N/A,,Solid,<No level>,,
700,N/A,<Projeção>,Linhas,<No level>,e65399ab-c2f4-4a10-84b2-6ee455a12607,
701,N/A,,Solid,<No level>,,
702,N/A,<Projeção>,Linhas,<No level>,e65399ab-c2f4-4a10-84b2-6ee455a12855,
703,N/A,,Solid,<No level>,,
704,N/A,<Projeção>,Linhas,<No level>,e65399ab-c2f4-4a10-84b2-6ee455a12960,
705,N/A,,Solid,<No level>,,
706,N/A,<Projeção>,Linhas,<No level>,61f4f351-be9c-4d29-9f32-ae19aa1a09a0,
707,N/A,,Solid,<No level>,,
712,N/A,Patamares,Category,<No level>,,
713,N/A,Patamar monolítico,Family,<No level>,,
714,N/A,13cm,Type,<No level>,,
715,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020a57,
716,N/A,@Concreto,Solid,<No level>,,
717,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020be3,
718,N/A,@Concreto,Solid,<No level>,,
719,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020bfb,
720,N/A,@Concreto,Solid,<No level>,,
721,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020bf3,
722,N/A,@Concreto,Solid,<No level>,,
723,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020bcb,
724,N/A,@Concreto,Solid,<No level>,,
725,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020bc3,
726,N/A,@Concreto,Solid,<No level>,,
727,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020bdb,
728,N/A,@Concreto,Solid,<No level>,,
729,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020bd3,
730,N/A,@Concreto,Solid,<No level>,,
731,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02082b,
732,N/A,@Concreto,Solid,<No level>,,
733,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020823,
734,N/A,@Concreto,Solid,<No level>,,
735,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02083b,
736,N/A,@Concreto,Solid,<No level>,,
737,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020833,
738,N/A,@Concreto,Solid,<No level>,,
739,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02080b,
740,N/A,@Concreto,Solid,<No level>,,
741,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020803,
742,N/A,@Concreto,Solid,<No level>,,
743,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02081b,
744,N/A,@Concreto,Solid,<No level>,,
745,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020813,
746,N/A,@Concreto,Solid,<No level>,,
747,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02086b,
748,N/A,@Concreto,Solid,<No level>,,
749,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020863,
750,N/A,@Concreto,Solid,<No level>,,
751,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02087b,
752,N/A,@Concreto,Solid,<No level>,,
753,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020873,
754,N/A,@Concreto,Solid,<No level>,,
755,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d02084b,
756,N/A,@Concreto,Solid,<No level>,,
757,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020843,
758,N/A,@Concreto,Solid,<No level>,,
759,N/A,13cm,13cm,<No level>,ba80e243-726d-4e22-bbbc-2c1e6d020850,
760,N/A,@Concreto,Solid,<No level>,,
761,N/A,13cm,13cm,<No level>,f3fb42d7-73fd-4ed3-9b2c-b620e39c2a05,
762,N/A,@Concreto,Solid,<No level>,,
763,N/A,13cm,13cm,<No level>,f3fb42d7-73fd-4ed3-9b2c-b620e39c2a37,
764,N/A,@Concreto,Solid,<No level>,,
765,N/A,13cm,13cm,<No level>,f3fb42d7-73fd-4ed3-9b2c-b620e39c2776,
766,N/A,@Concreto,Solid,<No level>,,
767,N/A,13cm,13cm,<No level>,f3fb42d7-73fd-4ed3-9b2c-b620e39c27f7,
768,N/A,@Concreto,Solid,<No level>,,
769,N/A,13cm,13cm,<No level>,9f00ae0f-9ba9-453b-80e0-d7d0fab747bd,
770,N/A,@Concreto,Solid,<No level>,,
771,N/A,13cm,13cm,<No level>,9f00ae0f-9ba9-453b-80e0-d7d0fab7583d,
772,N/A,@Concreto,Solid,<No level>,,
773,N/A,13cm,13cm,<No level>,9f00ae0f-9ba9-453b-80e0-d7d0fab75b10,
774,N/A,@Concreto,Solid,<No level>,,
775,N/A,13cm,13cm,<No level>,9f00ae0f-9ba9-453b-80e0-d7d0fab75bc9,
776,N/A,@Concreto,Solid,<No level>,,
777,N/A,13cm,13cm,<No level>,9f00ae0f-9ba9-453b-80e0-d7d0fab75c66,
778,N/A,@Concreto,Solid,<No level>,,
779,N/A,Loja 01 e 02-EST,Níveis: Nível: 8mm Extremidade superior,Loja 01 e 02-EST,,
780,N/A,Fundações estruturais,Category,Loja 01 e 02-EST,,
781,N/A,FUN_Sapata_ CubicaPiramidal,Family,Loja 01 e 02-EST,,
782,N/A,S10-210x210/85cm,Type,Loja 01 e 02-EST,,
783,N/A,S10-210x210/85cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f39e,FUN - FUN - CINTAS E SAPATAS - TRECHO 2
784,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
785,N/A,S10-210x210/85cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f113,FUN - FUN - CINTAS E SAPATAS - TRECHO 4
786,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
787,N/A,S10-210x210/85cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f162,FUN - FUN - CINTAS E SAPATAS - TRECHO 4
788,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
789,N/A,S10-210x210/85cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00fdd1,FUN - FUN - CINTAS E SAPATAS - TRECHO 1
790,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
791,N/A,S9-170x170/65cm,Type,Loja 01 e 02-EST,,
792,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f0f6,FUN - FUN - CINTAS E SAPATAS - TRECHO 3
793,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
794,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f138,FUN - FUN - CINTAS E SAPATAS - TRECHO 4
795,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
796,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f104,FUN - FUN - CINTAS E SAPATAS - TRECHO 4
797,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
798,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f17b,FUN - FUN - CINTAS E SAPATAS - TRECHO 2
799,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
800,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f143,FUN - FUN - CINTAS E SAPATAS - TRECHO 1
801,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
802,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f1e9,FUN - FUN - CINTAS E SAPATAS - TRECHO 2
803,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
804,N/A,S9-170x170/65cm,8mm Extremidade superior,Loja 01 e 02-EST,1c3c3023-4b19-4f4c-b2f4-c8f9ee00f1db,FUN - FUN - CINTAS E SAPATAS - TRECHO 1
805,N/A,@Concreto,Solid,Loja 01 e 02-EST,,
